Tweet,TextBlob Polarity,TextBlob Score,Vader Polarity,Vader Score
"RT @no_silenced: When will Dr Fauci be weighing in on our Stimulus packages and what “He” thinks our Country needs.??

Trump needs to fire…",Neutral,0.0,negative,-0.34
"Siria ya vienen por ti
#Siria @teleSURsiria
#Trump #EstadosUnidos https://t.co/8SV3gdG2AT",Neutral,0.0,neutral,0.0
"@AmerIndependent How did this happen? T r u m p 
Everything That's Happening Now, Trump Was Warned About Ahead of Time.",Neutral,0.0,negative,-0.27
Donald Trump tried to kill the NFL but ended up killing his friend Vince McMahon’s XFL instead https://t.co/IlR8Qa7Ngf,Neutral,0.0,negative,-0.78
"RT @thebradfordfile: When is congress going to start talking about US manufacturing, critical supply chains, buying American, and everythin…",Neutral,0.0,negative,-0.32
RT @Inevitable_ET: Trump: a monster put a spell on 184 countries ......,Neutral,0.0,neutral,0.0
"RT @mitchellvii: AND YET THE MEDIA STILL ATTACKS HIM FOR PROMOTING IT! - TRUMP'S MIRACLE DRUG: French Study of 1,000+ Patients Including Se…",Neutral,0.0,positive,0.63
"RT @Yamiche: President Trump, Dr. Fauci, and Dr. Birx say they have not seen federal projections that show a spike in infections if stay at…",Neutral,0.0,neutral,0.0
"RT @ChrisMurphyCT: The testing swabs are made in Italy.

The testing machines are made in Switzerland.

The testing reagent is made in Spai…",Neutral,0.0,neutral,0.0
Trump haftaya tüm suçu dünya sağlık örgütüne atar ve bu işin içinden şovuyla sıyrılır görün bak.,Neutral,0.0,positive,0.72
"@CenturionActual I was furious last night to the point of tears, seeing these hideous Lib Tweets. I said no way the… https://t.co/qYLqGqYj7I",Neutral,0.0,negative,-0.68
"RT @ZeeNews: #Corona को लेकर बढ़ते विवाद के बीच #America ने चीन को दी #Telecom बैन करने की धमकी

#ZeeJankariOnCorona @realDonaldTrump #Coro…",Neutral,0.0,neutral,0.0
"@greg_price11 ND YET THE MEDIA STILL ATTACKS HIM FOR PROMOTING IT! - TRUMP'S MIRACLE DRUG: French Study of 1,000+ P… https://t.co/3694bUr9Ma",Neutral,0.0,positive,0.63
"RT @PrisonPlanet: Former Congressman Ron Paul has called on President Trump to fire Dr. Anthony Fauci, the administration’s senior scientif…",Neutral,0.0,negative,-0.34
@minor3d @larryisrael2 @SusanSaysHi @JohnCornyn Massive monetary stimulus was the driver of the US economy under Ob… https://t.co/SQ3mUJfdoq,Neutral,0.0,neutral,0.0
Why has no journalist at this briefing presented Trump with Cuomo’s statement about the need for millions upon mill… https://t.co/0bEvi0K3Bd,Neutral,0.0,neutral,0.0
"RT @H_MitchellPhoto: Doesn’t Donald tRump realize that the coronavirus isn’t like a Congressional subpoena? 

You can’t just ignore it and…",Neutral,0.0,neutral,0.0
"President Trump: ""I'm concerned about everything. I'm concerned about everything. That's why I don't sleep a lot. I… https://t.co/XS4d2KvplT",Neutral,0.0,neutral,0.0
RT @FerBetancourt9: ¿Cuanto nos irá a costar el “favor” de Trump? 🤔,Neutral,0.0,positive,0.4
"Trump has his priorities, and they have nothing to do with saving lives! https://t.co/cp0JbdSGel",Neutral,0.0,neutral,0.0
RT @MariaBartiromo: Scalia: Projected 30% unemployment rate is 'overstated' https://t.co/GhHDu7nFS0  @MorningsMaria  @FoxBusiness,Neutral,0.0,negative,-0.44
RT @TheRickWilson: The Trump Burial Pits.,Neutral,0.0,neutral,0.0
"RT @page88: This is just an observation, not an analysis: 

Trump no longer matters.

He says the pandemic is bunk, go to work on Easter, t…",Neutral,0.0,neutral,0.03
"RT @iane_menezes: A mensagem de Trump p Páscoa:“Enquanto a nossa nação luta contra o inimigo invisível,reafirmamos que os americanos acredi…",Neutral,0.0,neutral,0.0
"RT @k_ovfefe2: President Trump: ""I get concerned about everything, that's why I don't sleep a lot.""

God bless him.",Neutral,0.0,positive,0.6
"RT @ABCWorldNews: Surgeon Gen. Adams: ""We do not think people of color are biologically or genetically predisposed to get COVID-19...but th…",Neutral,0.0,neutral,0.0
@SkyNewsBreak Bill Gates said in an interview in 2015 Viruses can cause devastation in the world All must prepare🧐… https://t.co/QgH5FyG49D,Neutral,0.0,negative,-0.42
This is Trump’s America https://t.co/Y9lIPODWVN,Neutral,0.0,neutral,0.0
"RT @WildBillAG: To all the armchair presidents in quarantine while President Trump is working around the clock to save the country:

Instea…",Neutral,0.0,positive,0.49
"@atorregrosa18 @lorecanto10 Bien es cierto lo de la llamada de Trump y no tengo quejas sobre ello, seguramente Trum… https://t.co/RW66hRpJgv",Neutral,0.0,neutral,0.0
"RT @StevieBrexit: SkyNews Australia's Jack Houghton says the World Health Organisation ""blocked"" calls earlier this year for a travel ban i…",Neutral,0.0,negative,-0.69
@Yamiche Trump loves him some Vlad https://t.co/bX06NoLavU,Neutral,0.0,positive,0.57
['name;text;location;followers;retweets;favorites;lang;lon;lat;country;emotions;polarity'],Neutral,0.0,positive,0.42
['Nexus7900;liberal alert!  21 days ... and guess what!  president trump is still your president. ðŸ‘\x8dðŸ\x8f»ðŸ‘\x8fðŸ\x8f»ðŸ‘ŠðŸ\x8f»ðŸ‡ºðŸ‡¸; ;9781;4;0;en;-100.113952;76.250578;Arctic;fear; '],Neutral,0.0,positive,0.42
['jamibethanne;.@repbilljohnson congress must step up and overturn president trumpâ€™s discriminatory #eo banning #immigrants & #refugees #oxfam4refugees; ;3;0;0;en;-100.113952;76.250578;Arctic; ; '],Neutral,0.0,neutral,0.0
"['A_Broham;""president trump agreed', ' at the request of president xi', ' to honor our \'one china\' policy.""  ordered around by the president ofâ€¦; ;217;290;0;en;-100.113952;76.250578;Arctic; ; ']",Neutral,0.0,positive,0.65
['Lempp7;@asmith83 @rwpusa do you consider this intimidation or an act of exposing the left who is doing everything to boycott president trump? think; ;21;0;0;en;-100.113952;76.250578;Arctic;fear; '],Neutral,0.0,negative,-0.86
"['1flwpbmll;president trump tweets: ""see you in court""  wa state ag responds: ""we\'ve seen him in court twice', ' and we\'re 2 for 2"";The Palm Beaches;246;679;0;en;-80.0796397;26.7256817;United States; ; ']",Neutral,0.0,positive,0.42
"['PMarnash;president trump', ' after losing in court', ' says he will see the court. in court.;Chicago', ' IL;88;5219;0;en;-87.6297982;41.8781136;United States; ; ']",Neutral,0.0,positive,0.05
['KevinJacksonTBS;so #republicans about to blow up #9th #9thcir; ;49687;2;3;en;-100.113952;76.250578;Arctic; ; '],Neutral,0.0,neutral,0.0
['Leann_Bach;an open letter to the people of #iran president #trump & world leaders;UK (Just outside the EU);218;3;0;en;-100.113952;76.250578;Arctic; ; '],Neutral,0.0,neutral,0.0
['Security1994;@hillaryclinton just kills you that president trump won! ðŸ¤£this will be overturned. you should go back in the woods and stay there!;United States;437;0;0;en;-95.712891;37.09024;United States; ; '],Neutral,0.0,positive,0.54
"[""jagbabyklh;kellyanne conway apologized to president trump after her comments about ivanka trump's clothing line; ;23;110;0;en;-100.113952;76.250578;Arctic; ; ""]",Neutral,0.0,positive,0.32
"[""georgestategov;today's chdt episode is here! should president trump be spending weekends at mar-a-lago?;Leipzig"", ' Germany;410;2;0;en;12.3730747;51.3396955;Federal Republic of Germany; ; ']",Neutral,0.0,neutral,0.0
"['rabbitaway;i would not wish to issue an invitation for president trump to appear on this programme', ' says @afneil; ;2383;368;0;en;-100.113952;76.250578;Arctic; ; ']",Neutral,0.0,positive,0.4
['Timberati;president trump supports civil asset forfeiture which lets cops steal stuff;Northern California;1254;10;0;en;-120.8958242;38.8375215;United States; ; '],Neutral,0.0,positive,0.56
"['daaham12;president trumpâ€™s travel ban will remain blocked', ' a federal appeals court ruled.; ;8;0;0;en;-100.113952;76.250578;Arctic; ; ']",Neutral,0.0,negative,-0.69
"[""organicvittles;9th circuit court rules to uphold suspension of president trump's travel ban. what's next?;United States;1275;55;0;en;-95.712891;37.09024;United States; ; ""]",Neutral,0.0,positive,0.25
"['SadiaMa19800;big: in phone call', ' wh says president trump agreed ""at the request of president xi"" to honor the ""one china"" policy; ;287;193;0;en;-100.113952;76.250578;Arctic; ; ']",Neutral,0.0,positive,0.65
"['TheJokernaut;breaking news: president trumpâ€™s travel ban remains blocked: an appeals court rejected a bid to reinstate it.;Chicago', ' Illinois', ' USA;129;4986;0;en;-87.6297982;41.8781136;United States; ; ']",Neutral,0.0,negative,-0.74
"['ravikumar_8484;breaking: president trump to sign several executive orders at the white house tomorrow at midday;Rajkot', ' India;1047;203;0;en;70.8021599;22.3038945;Republic of India; ; ']",Neutral,0.0,neutral,0.0
"['keepcalmbutPATD;denying the holocaust targeted jews is antisemitism. u.s. house republicans', ' siding with president trump', ' have... httâ€¦;HE/THEY;1786;943;0;en;-100.113952;76.250578;Arctic; ; ']",Neutral,0.0,negative,-0.34
"[""DaherLou;@foxandfriends @jessebwatters president trump needs to invite some of these kids to white house. it's time to educate tâ€¦; ;416;1;0;en;-100.113952;76.250578;Arctic; ; ""]",Neutral,0.0,positive,0.15
"['jonathanchait;literally the 1st sentence of the nyt story: ""president trump told president xi jinping of china on thursday eveninâ€¦;Washington', ' D.C.;114907;2;3;en;-77.0368707;38.9071923;United States; ; ']",Neutral,0.0,positive,0.48
"['Prescott_Jr;""is president trump using fear to sell his ideas?""; ;73;30;0;en;-100.113952;76.250578;Arctic;fear; ']",Neutral,0.0,negative,-0.75
"['ThohaAli;us court refuses to reinstate trump\'s #muslimban  president trump tweets: ""see you in court""; ;121;121;0;en;-100.113952;76.250578;Arctic; ; ']",Neutral,0.0,neutral,0.0
['NoNoNotNormal;a sr. admin official says kellyanne conway apologized to president trump yesterday for pitching ivanka products in a natâ€¦;Delaware;364;66;0;en;-75.5276699;38.9108325;United States; ; '],Neutral,0.0,positive,0.62
"['seriousabtplay;.@gershkuntzman: upset at president trumpâ€™s cabinet of billionaires? boycott ""the lego batman movie"" this weekend;Fort Collins', ' CO;353;6;0;en;-105.084423;40.5852602;United States; ; ']",Neutral,0.0,negative,-0.27
['LLGirl50;ask president trump to support religious freedom! sign the petition:;Mid-Atlantic;57;6;0;en;-95.3920716;29.9419365;United States; ; '],Neutral,0.0,positive,0.87
"[""all_hrs;the ninth circuit court of appeals is saying president trump doesn't have the same constitutional authority all presidents beâ€¦; ;5916;741;0;en;-100.113952;76.250578;Arctic; ; ""]",Neutral,0.0,positive,0.08
['nance_benjamin;.@repsheaporter congress must step up and overturn president trumpâ€™s discriminatory #eo banning #immigrants & #refugees #oxfam4refugees; ;3;0;0;en;-100.113952;76.250578;Arctic; ; '],Neutral,0.0,neutral,0.0
"['K3lime;7 reasons #trump shouldnâ€™t trust turkeyâ€™s autocratic leader #erdogan;Honuta', ' Ghana;1773;25;0;de;0.511016;6.8690071;Republic of Ghana; ; ']",Neutral,0.0,positive,0.51
"[""Newton3Ann;every newsroom in america after president trump's 1st morning tweet ðŸ˜‚:;Franklin"", ' TN;62;2336;0;en;-86.8688899;35.9250637;United States; ; ']",Neutral,0.0,positive,0.42
"[""_teen_problem;nordstrom stock rises after donald trump's tweet on wednesday morning"", ' president trump fired off a disparaging tweet about nordstrom', ' but tâ€¦; ;1255;0;0;en;-100.113952;76.250578;Arctic; ; ']",Neutral,0.0,negative,-0.86
['jamibethanne;.@senrobportman congress must step up and overturn president trumpâ€™s discriminatory #eo banning #immigrants & #refugees #oxfam4refugees; ;3;0;0;en;-100.113952;76.250578;Arctic; ; '],Neutral,0.0,neutral,0.0
"['BuyerBewareBaby;breaking : president trump vows ""big league"" tax cut;USA;1228;0;0;en;-95.712891;37.09024;United States; ; ']",Neutral,0.0,positive,0.18
['nance_benjamin;.@senatorshaheen congress must step up and overturn president trumpâ€™s discriminatory #eo banning #immigrants & #refugees #oxfam4refugees; ;3;0;0;en;-100.113952;76.250578;Arctic; ; '],Neutral,0.0,neutral,0.0
"[""Seirra75;'see you in court': #presidenttrump responds to court's ruling blocking #immigrationorder;United States;5561;1;0;en;-95.712891;37.09024;United States; ; ""]",Neutral,0.0,positive,0.46
"['bolajiarab;breaking: president trumpâ€™s travel ban will remain blocked', ' a federal appeals court rules;WORLDWIDE;97;3365;0;en;-79.532157;43.8169837;Canada; ; ']",Neutral,0.0,negative,-0.69
"['BruceMHicks;americans trust trump administration more than news media', ' or do they', "" this could be fake news couldn't it?;Montreal;827;0;0;en;-73.567256;45.5016889;Canada; ; ""]",Neutral,0.0,positive,0.05
"[""couldovfooledme;meanwhile canada's borders undefended...an open letter to the people of iran"", ' president trump & world leaders; ;1009;0;0;en;-100.113952;76.250578;Arctic; ; ']",Neutral,0.0,neutral,0.0
"['emilyinstl;aba house urges president trump to withdraw travel ban;St. Louis', ' MO;145;1;0;en;-90.1994042;38.6270025;United States; ; ']",Neutral,0.0,negative,-0.2
"['VeraLupe;""go buy ivanka\'s stuff"": kellyanne conway', ' senior adviser to president trump', "" plugs ivanka trump's merchandise;Loading Coordinates...;428;857;0;en;-100.113952;76.250578;Arctic; ; ""]",Neutral,0.0,neutral,0.0
"['ravikumar_8484;poll: 40% of americans want president trump impeached', ' while 48% oppose his impeachment.  (public policy polling);Rajkot', ' India;1047;202;0;en;70.8021599;22.3038945;Republic of India; ; ']",Neutral,0.0,positive,0.08
['Rambo_Pattar;president trump excites laughter. falstaff. his german origin not in sync with anglo-saxon establishment in us.;Punjab & Texas ;405;4;0;en;75.3412179;31.1471305;Republic of India; ; '],Neutral,0.0,positive,0.74
"[""WaspZealot;ninth circuit court of appeals activist judiciary has no place in our republic. president trump's executive order perfeâ€¦ Where you arent looking....; ;909;268;0;en;-100.113952;76.250578;Arctic; ; ""]",Neutral,0.0,neutral,0.0
"[""anonymousW_M;what president trump is supposed to be doing while he's tweeting;Springfield"", ' MA;519;2;0;en;-72.589811;42.1014831;United States; ; ']",Neutral,0.0,positive,0.42
"[""jasonlambkc;a group of patriots say they won't visit president trump at the white house. hereâ€™s why:;Shawnee"", ' KS;1306;56;0;en;-94.7151865;39.0228485;United States; ; ']",Neutral,0.0,positive,0.42
['LethorLux;how each senator voted on president trumpâ€™s cabinet nominees; ;27;507;0;en;-100.113952;76.250578;Arctic; ; '],Neutral,0.0,neutral,0.0
['laineyruns;2 former judges weigh in on the impact of president trumpâ€™s critiques of the judiciary.; ;282;24;0;en;-100.113952;76.250578;Arctic;sadness; '],Neutral,0.0,negative,-0.44
"['VKerapolku;coming up at 1.30pm', ' @robertmooreitv reports on another hurdle for president trump', ' as three judges agree his travel ban is noâ€¦;NÃ¤en Turun Tuomiokirkolle;163;2;0;fi;22.278325;60.452473;Republic of Finland; ; ']",Neutral,0.0,negative,-0.27
['nance_benjamin;.@senatorhassan congress must step up and overturn president trumpâ€™s discriminatory #eo banning #immigrants & #refugees #oxfam4refugees; ;3;0;0;en;-100.113952;76.250578;Arctic; ; '],Neutral,0.0,neutral,0.0
"['B4racud454;opinion: note to bewildered democrats: hating president trump is not a policy (via @lizpeek);California', ' USA;9;101;0;en;-119.4179324;36.778261;United States; ; ']",Neutral,0.0,negative,-0.13
"['thomrayne;the rule of law is not dead it is in a politically-induced coma. president trump', ' revive and restore the rule of law.;NC;2635;2;0;en;-79.0192997;35.7595731;United States; ; ']",Neutral,0.0,positive,0.27
"['Batman710;pennsylvania lawmaker to president trump: ""why don\'t you come after me you fascist', ' loofa-faced s***-gibbon""; ;404;217;0;en;-100.113952;76.250578;Arctic; ; ']",Neutral,0.0,negative,-0.56
"['WHIORadio;president trump calls ninth circuit decision on his immigration order ""disgraceful"";Dayton', ' Ohio;10219;1;0;en;-84.1916069;39.7589478;United States; ; ']",Neutral,0.0,positive,0.42
"['lisaskov;appeals court unanimously stuns so-called president trump', ' handing him an unequivocal defeat. including the chief judge appoinâ€¦; ;20;5352;0;en;-100.113952;76.250578;Arctic; ; ']",Neutral,0.0,negative,-0.44
"[""GwadMakeda;speaker of britain's house of commons says president trump should not address lawmakers during state visit in july; ;97;714;0;fr;-100.113952;76.250578;Arctic; ; ""]",Neutral,0.0,neutral,0.0
['latinthompson05;do you agree with the 9th circuit courts decision against president trump and americans safety? vote and retweet!!!!!; ;33;737;0;en;-100.113952;76.250578;Arctic; ; '],Neutral,0.0,positive,0.65
['JoyceSHP;delta.. 25thousand jobs coming! thank you president trump! for making industry start again in the usa! promises happeningðŸ’™;United States;27;0;0;en;-95.712891;37.09024;United States; ; '],Neutral,0.0,positive,0.87
['DaphneBinulski;in #9thcircuit #9th vengeance is coming!;Germany;757;1;0;de;10.451526;51.165691;Federal Republic of Germany; ; '],Neutral,0.0,neutral,0.0
['DonaldLBean1;breaking: ninth circuit court of appeals rules against president trump travel ban remains blocked â€“ftr #fortherecord @msnbc;0;22;90;0;;24.5022981;44.200797;Romania; ; '],Neutral,0.0,negative,-0.69
['dRenaissanceMan;@pstni @marrybacon dawkins is simply agreeing with president trump. @richarddawkins;ãƒ‹ãƒ«ãƒ´ã‚¡ãƒ¼ãƒŠ;41;0;0;en;139.4457513;35.5455784;Japan; ; '],Neutral,0.0,positive,0.34
"['jefferson65;@realdonaldtrump @nytimes praying for you president trump and all your family', ' and our country;Mackinac Island', ' MI;124;0;0;en;-84.6189339;45.8491796;United States; ; ']",Neutral,0.0,positive,0.65
['Avuxeni_;2. instead they have a rubber stamp for president trump; ;2326;87;0;en;-100.113952;76.250578;Arctic; ; '],Neutral,0.0,neutral,0.0
"[""RichardLomax8;@foxandfriends it is their lost not president trump's.; ;3;0;0;en;-100.113952;76.250578;Arctic; ; ""]",Neutral,0.0,negative,-0.32
['judymorris3;liberal 9th circuit court rules against president trump - travel ban remains blocked #presidenttrump #9thcircuit...;Texas;3850;0;0;en;-99.9018131;31.9685988;United States; ; '],Neutral,0.0,negative,-0.44
"['np1972jmc;hopefully', ' this ruling teaches president trump a lesson in american history and how our democracy is supposed to work hereâ€¦;Prescott', ' AZ;8;6183;0;en;-112.4685025;34.5400242;United States; ; ']",Neutral,0.0,positive,0.67
"['MarcoGonzalez04;court ruling against president trump is a learning moment for americans & for the world about our system of checks and balanâ€¦;Brownsville', ' Texas;118;4622;0;en;-97.4974838;25.9017472;United States; ; ']",Neutral,0.0,positive,0.42
['13rowneyes;brands all over the world are praying that president trump attacks them; ;181;354;0;en;-100.113952;76.250578;Arctic; ; '],Neutral,0.0,negative,-0.1
['nanluvsmatt;breaking video : president trump responds to 9th circuit ruling;USA;2298;17;0;en;-95.712891;37.09024;United States; ; '],Neutral,0.0,positive,0.42
"['Rgrm002000;@shearm @realdonaldtrump president trump will not give up protecting america!!!!;Henderson', ' NV;142;0;0;en;-114.9817213;36.0395247;United States; ; ']",Neutral,0.0,positive,0.42
"['GlobalDevInc;today', ' we stand with >175 ngo leaders asking @potus to abandon his #muslimban. our letter:; ;1283;2;0;en;-100.113952;76.250578;Arctic; ; ']",Neutral,0.0,negative,-0.44
"['Angelicd_Nerd;breaking: preliminary impeachment inquiry filed against president trump â†’;Oklahoma', ' USA;46;4623;0;en;-97.092877;35.0077519;United States; ; ']",Neutral,0.0,positive,0.15
['ConceptGrp;should president trump be spending weekends at mar-a-lago?; ;3983;0;0;en;-100.113952;76.250578;Arctic; ; '],Neutral,0.0,neutral,0.0
"[""acb_arizona;poll: 9th circuit court upholds suspension of president trump's immigration order  do you agree with the ruling?;NORTH EAST OF THE WALL"", ' NJ;1052;1006;0;en;-74.0679753;40.1606666;United States; ; ']",Neutral,0.0,positive,0.65
"[""ravikumar_8484;breaking: president trump says 'iran is playing with fire';Rajkot"", ' India;1047;180;0;en;70.8021599;22.3038945;Republic of India; ; ']",Neutral,0.0,negative,-0.15
['brianhammar;i think president trump should go pro se before scotus.; ;38;1165;0;en;-100.113952;76.250578;Arctic; ; '],Neutral,0.0,neutral,0.0
['DclareDiane;yes: trey gowdy tears apart court ruling against president trump;MN;8210;2;0;en;-94.6858998;46.729553;United States; ; '],Neutral,0.0,positive,0.56
"['iveyjanette_207;kellyanne conway apologized to president trump after ivanka clothing line comments;Albuquerque', ' NM;1690;1;0;en;-106.6055534;35.0853336;United States; ; ']",Neutral,0.0,positive,0.62
"['BillSchmittIII;space: under trump', ' nasa may focus on jump-starting space economy: report; ;53;1;0;en;-100.113952;76.250578;Arctic; ; ']",Neutral,0.0,neutral,0.0
['jamibethanne;.@sensherrodbrown congress must step up and overturn president trumpâ€™s discriminatory #eo banning #immigrants & #refugees #oxfam4refugees; ;3;0;0;en;-100.113952;76.250578;Arctic; ; '],Neutral,0.0,neutral,0.0
"[""newsprnetwork;why won't democrats give president trump his cabinet?; ;1585;0;0;en;-100.113952;76.250578;Arctic; ; ""]",Neutral,0.0,neutral,0.0
"[""PatrickHolmes61;fareed zakaria gives his take on president trump's executive order.;Sobeys;949;16325;0;en;-75.4561104;45.4695045;Canada; ; ""]",Neutral,0.0,neutral,0.0
"['JohnnyNguyen955;president trump has agreed during a phone call with chinese president xi to honor the one china policy', ' the white house says;Chicago', ' IL;837;234;0;en;-87.6297982;41.8781136;United States; ; ']",Neutral,0.0,positive,0.8
"[""ravikumar_8484;united states: president trump says 'nothing is off the table' when asked whether military action is off the table forâ€¦;Rajkot"", ' India;1047;118;0;en;70.8021599;22.3038945;Republic of India; ; ']",Neutral,0.0,positive,0.42
"[""Ciao42Dolce;disapproval of president trump's job performance rises;Mesa"", ' AZ;60;177;0;en;-111.8314724;33.4151843;United States; ; ']",Neutral,0.0,positive,0.42
"['RealPadgett;@peaceandjoy101 @donaldtrump @potus look who else supports president trump!!;Augusta', ' GA;701;4;0;en;-82.0105148;33.4734978;United States; ; ']",Neutral,0.0,positive,0.65
"['greenmanRD;president trump is also probably going to lead to a load of people ating @scotusblog incorrectly.;Bryn Mawr', ' PA;274;0;0;en;-75.3151772;40.0230237;United States; ; ']",Neutral,0.0,positive,0.42
