Tweet,TextBlob Polarity,TextBlob Score,Vader Polarity,Vader Score
['Leann_Bach;an open letter to the people of #iran president #trump & world leaders;UK (Just outside the EU);218;3;0;en;-100.113952;76.250578;Arctic;unknown;positive'],Neutral,0.0,Neutral,0.0
['Darodi;airline ceos are optimistic following talk with president trump - skift;New York;808;0;0;en;-74.0059413;40.7127837;United States;unknown;positive'],Neutral,0.0,Positive,0.32
"['moetmac1020;@metalmoccha @geierman777 no i voted for president trump;New York', ' USA;121;0;0;en;-74.0059413;40.7127837;United States;unknown;positive']",Neutral,0.0,Negative,-0.3
['Security1994;@hillaryclinton just kills you that president trump won! ðŸ¤£this will be overturned. you should go back in the woods and stay there!;United States;437;0;0;en;-95.712891;37.09024;United States;unknown;positive'],Neutral,0.0,Positive,0.2
"[""COMRADEBLOOM;president trump: don't legalize hateful discrimination;unknown;299;0;0;en;-100.113952;76.250578;Arctic;anger;negative""]",Neutral,0.0,Positive,0.39
"[""jagbabyklh;kellyanne conway apologized to president trump after her comments about ivanka trump's clothing line;unknown;23;110;0;en;-100.113952;76.250578;Arctic;unknown;positive""]",Neutral,0.0,Positive,0.32
"[""georgestategov;today's chdt episode is here! should president trump be spending weekends at mar-a-lago?;Leipzig"", ' Germany;410;2;0;en;12.3730747;51.3396955;Federal Republic of Germany;unknown;positive']",Neutral,0.0,Neutral,0.0
"['rabbitaway;i would not wish to issue an invitation for president trump to appear on this programme', ' says @afneil;unknown;2383;368;0;en;-100.113952;76.250578;Arctic;unknown;positive']",Neutral,0.0,Negative,-0.31
['Timberati;president trump supports civil asset forfeiture which lets cops steal stuff;Northern California;1254;10;0;en;-120.8958242;38.8375215;United States;unknown;neutral'],Neutral,0.0,Positive,0.2
"['daaham12;president trumpâ€™s travel ban will remain blocked', ' a federal appeals court ruled.;unknown;8;0;0;en;-100.113952;76.250578;Arctic;unknown;positive']",Neutral,0.0,Negative,-0.69
"['Ileanarig;vulnerable senate democrats: democratic senators who are up for re-election in 2018 from states where president trump woâ€¦;Weston', ' FL;53;165;0;en;-80.3997748;26.1003654;United States;unknown;positive']",Neutral,0.0,Neutral,0.0
"[""organicvittles;9th circuit court rules to uphold suspension of president trump's travel ban. what's next?;United States;1275;55;0;en;-95.712891;37.09024;United States;unknown;positive""]",Neutral,0.0,Negative,-0.56
"['SadiaMa19800;big: in phone call', ' wh says president trump agreed ""at the request of president xi"" to honor the ""one china"" policy;unknown;287;193;0;en;-100.113952;76.250578;Arctic;unknown;neutral']",Neutral,0.0,Positive,0.65
"['TheJokernaut;breaking news: president trumpâ€™s travel ban remains blocked: an appeals court rejected a bid to reinstate it.;Chicago', ' Illinois', ' USA;129;4986;0;en;-87.6297982;41.8781136;United States;unknown;neutral']",Neutral,0.0,Negative,-0.84
"['ravikumar_8484;breaking: president trump to sign several executive orders at the white house tomorrow at midday;Rajkot', ' India;1047;203;0;en;70.8021599;22.3038945;Republic of India;unknown;positive']",Neutral,0.0,Neutral,0.0
"['keepcalmbutPATD;denying the holocaust targeted jews is antisemitism. u.s. house republicans', ' siding with president trump', ' have... httâ€¦;HE/THEY;1786;943;0;en;-100.113952;76.250578;Arctic;unknown;positive']",Neutral,0.0,Neutral,0.0
"[""DaherLou;@foxandfriends @jessebwatters president trump needs to invite some of these kids to white house. it's time to educate tâ€¦;unknown;416;1;0;en;-100.113952;76.250578;Arctic;unknown;positive""]",Neutral,0.0,Positive,0.15
"['jonathanchait;literally the 1st sentence of the nyt story: ""president trump told president xi jinping of china on thursday eveninâ€¦;Washington', ' D.C.;114907;2;3;en;-77.0368707;38.9071923;United States;unknown;positive']",Neutral,0.0,Positive,0.08
"['Prescott_Jr;""is president trump using fear to sell his ideas?"";unknown;73;30;0;en;-100.113952;76.250578;Arctic;fear;neutral']",Neutral,0.0,Negative,-0.49
['LochTheScot;reporting from my basket:  we the american people who voted 4 president trump had enough of the liberal shit...it shouâ€¦;Western PA;2437;50;0;en;-80.0198957;40.4510694;United States;unknown;positive'],Neutral,0.0,Neutral,0.0
"['ThohaAli;us court refuses to reinstate trump\'s #muslimban  president trump tweets: ""see you in court"";unknown;121;121;0;en;-100.113952;76.250578;Arctic;unknown;positive']",Neutral,0.0,Neutral,0.0
['NoNoNotNormal;a sr. admin official says kellyanne conway apologized to president trump yesterday for pitching ivanka products in a natâ€¦;Delaware;364;66;0;en;-75.5276699;38.9108325;United States;unknown;positive'],Neutral,0.0,Positive,0.32
"['seriousabtplay;.@gershkuntzman: upset at president trumpâ€™s cabinet of billionaires? boycott ""the lego batman movie"" this weekend;Fort Collins', ' CO;353;6;0;en;-105.084423;40.5852602;United States;unknown;negative']",Neutral,0.0,Negative,-0.6
['AlbertSteinII;president trump could walk on water and the left and the establishment would complain that he got the soles of hisâ€¦;USA;128;0;0;en;-95.712891;37.09024;United States;joy;negative'],Neutral,0.0,Negative,-0.36
['LLGirl50;ask president trump to support religious freedom! sign the petition:;Mid-Atlantic;57;6;0;en;-95.3920716;29.9419365;United States;unknown;positive'],Neutral,0.0,Positive,0.8
"[""all_hrs;the ninth circuit court of appeals is saying president trump doesn't have the same constitutional authority all presidents beâ€¦;unknown;5916;741;0;en;-100.113952;76.250578;Arctic;unknown;positive""]",Neutral,0.0,Positive,0.08
['nance_benjamin;.@repsheaporter congress must step up and overturn president trumpâ€™s discriminatory #eo banning #immigrants & #refugees #oxfam4refugees;unknown;3;0;0;en;-100.113952;76.250578;Arctic;unknown;negative'],Neutral,0.0,Neutral,0.0
"['K3lime;7 reasons #trump shouldnâ€™t trust turkeyâ€™s autocratic leader #erdogan;Honuta', ' Ghana;1773;25;0;de;0.511016;6.8690071;Republic of Ghana;unknown;neutral']",Neutral,0.0,Positive,0.51
"[""Newton3Ann;every newsroom in america after president trump's 1st morning tweet ðŸ˜‚:;Franklin"", ' TN;62;2336;0;en;-86.8688899;35.9250637;United States;unknown;positive']",Neutral,0.0,Neutral,0.0
"[""_teen_problem;nordstrom stock rises after donald trump's tweet on wednesday morning"", ' president trump fired off a disparaging tweet about nordstrom', ' but tâ€¦;unknown;1255;0;0;en;-100.113952;76.250578;Arctic;unknown;neutral']",Neutral,0.0,Negative,-0.53
"[""MarcusNoble16;@govinslee my families security is at risk because gov. inslee don't like president trump;unknown;0;0;0;en;-100.113952;76.250578;Arctic;joy;positive""]",Neutral,0.0,Negative,-0.2
['jamibethanne;.@senrobportman congress must step up and overturn president trumpâ€™s discriminatory #eo banning #immigrants & #refugees #oxfam4refugees;unknown;3;0;0;en;-100.113952;76.250578;Arctic;unknown;negative'],Neutral,0.0,Neutral,0.0
"['BuyerBewareBaby;breaking : president trump vows ""big league"" tax cut;USA;1228;0;0;en;-95.712891;37.09024;United States;unknown;negative']",Neutral,0.0,Neutral,0.0
['nance_benjamin;.@senatorshaheen congress must step up and overturn president trumpâ€™s discriminatory #eo banning #immigrants & #refugees #oxfam4refugees;unknown;3;0;0;en;-100.113952;76.250578;Arctic;unknown;negative'],Neutral,0.0,Neutral,0.0
"['DrummerTW366;""54% of americans disapprove of the job president trump is doing', ' or as betsy devos calls that', ' one-third."" -- @sethmeyers hâ€¦;Glenpool', ' Ok;37;319;0;en;-96.0088843;35.9553737;United States;unknown;negative']",Neutral,0.0,Neutral,0.0
"[""vincebayless;ha! awesome!appeals court rules against president trump's travel ban;Tatooine;285;0;0;en;10.4508956;32.9210902;Republic of Tunisia;unknown;positive""]",Neutral,0.0,Neutral,0.0
"[""Seirra75;'see you in court': #presidenttrump responds to court's ruling blocking #immigrationorder;United States;5561;1;0;en;-95.712891;37.09024;United States;unknown;positive""]",Neutral,0.0,Negative,-0.38
"['bolajiarab;breaking: president trumpâ€™s travel ban will remain blocked', ' a federal appeals court rules;WORLDWIDE;97;3365;0;en;-79.532157;43.8169837;Canada;unknown;positive']",Neutral,0.0,Negative,-0.69
"['BruceMHicks;americans trust trump administration more than news media', ' or do they', "" this could be fake news couldn't it?;Montreal;827;0;0;en;-73.567256;45.5016889;Canada;unknown;neutral""]",Neutral,0.0,Positive,0.05
"['asnakeofjuly;despite earlier remarks', ' president trump promised china\'s president u.s. will stick to the ""one-china"" doctrine;Chicago', ' IL;15;27;0;en;-87.6297982;41.8781136;United States;anger;neutral']",Neutral,0.0,Positive,0.36
"[""couldovfooledme;meanwhile canada's borders undefended...an open letter to the people of iran"", ' president trump & world leaders;unknown;1009;0;0;en;-100.113952;76.250578;Arctic;unknown;positive']",Neutral,0.0,Neutral,0.0
"['emilyinstl;aba house urges president trump to withdraw travel ban;St. Louis', ' MO;145;1;0;en;-90.1994042;38.6270025;United States;unknown;positive']",Neutral,0.0,Neutral,0.0
['cornellierdonn2;president trump [never come down];unknown;125;0;0;en;-100.113952;76.250578;Arctic;unknown;positive'],Neutral,0.0,Neutral,0.0
"['VeraLupe;""go buy ivanka\'s stuff"": kellyanne conway', ' senior adviser to president trump', "" plugs ivanka trump's merchandise;Loading Coordinates...;428;857;0;en;-100.113952;76.250578;Arctic;unknown;neutral""]",Neutral,0.0,Neutral,0.0
"['ravikumar_8484;poll: 40% of americans want president trump impeached', ' while 48% oppose his impeachment.  (public policy polling);Rajkot', ' India;1047;202;0;en;70.8021599;22.3038945;Republic of India;unknown;neutral']",Neutral,0.0,Positive,0.08
['Rambo_Pattar;president trump excites laughter. falstaff. his german origin not in sync with anglo-saxon establishment in us.;Punjab & Texas ;405;4;0;en;75.3412179;31.1471305;Republic of India;unknown;neutral'],Neutral,0.0,Positive,0.74
"[""WaspZealot;ninth circuit court of appeals activist judiciary has no place in our republic. president trump's executive order perfeâ€¦ Where you arent looking....;unknown;909;268;0;en;-100.113952;76.250578;Arctic;unknown;positive""]",Neutral,0.0,Negative,-0.3
"[""anonymousW_M;what president trump is supposed to be doing while he's tweeting;Springfield"", ' MA;519;2;0;en;-72.589811;42.1014831;United States;unknown;negative']",Neutral,0.0,Neutral,0.0
"[""jasonlambkc;a group of patriots say they won't visit president trump at the white house. hereâ€™s why:;Shawnee"", ' KS;1306;56;0;en;-94.7151865;39.0228485;United States;unknown;positive']",Neutral,0.0,Neutral,0.0
['LethorLux;how each senator voted on president trumpâ€™s cabinet nominees;unknown;27;507;0;en;-100.113952;76.250578;Arctic;unknown;positive'],Neutral,0.0,Neutral,0.0
['laineyruns;2 former judges weigh in on the impact of president trumpâ€™s critiques of the judiciary.;unknown;282;24;0;en;-100.113952;76.250578;Arctic;sadness;positive'],Neutral,0.0,Neutral,0.0
['liszewsk;on march 15th mail president trump a postcard that expresses support to him.the white house 1600 pennsylvania avenue nwâ€¦;Beautiful Pa;4151;6;0;en;-77.8571306;40.7868269;United States;unknown;positive'],Neutral,0.0,Positive,0.4
"['Coleby_;thank you president trump for appointing a leader who understandsðŸ‘‰ðŸ\x8f» ""islam is like a malignant cancer that has metastasizedâ€\x9d -â€¦;United States;449;428;0;en;-95.712891;37.09024;United States;joy;neutral']",Neutral,0.0,Negative,-0.44
"['jpiresf;""thank you for calling the white house comment line. the comment line is currently closedâ€¦â€\x9d;unknown;1288;0;0;pt;-100.113952;76.250578;Arctic;unknown;positive']",Neutral,0.0,Neutral,0.0
"['VKerapolku;coming up at 1.30pm', ' @robertmooreitv reports on another hurdle for president trump', ' as three judges agree his travel ban is noâ€¦;NÃ¤en Turun Tuomiokirkolle;163;2;0;fi;22.278325;60.452473;Republic of Finland;unknown;positive']",Neutral,0.0,Negative,-0.27
"[""Don_Rivers1;watch as obama assaults supreme court during 2010 sotu. now tell us president trump's attack is unprecedented.;Upstate NY;698;31;0;en;-73.9865533;40.7263542;United States;unknown;negative""]",Neutral,0.0,Negative,-0.46
['nance_benjamin;.@senatorhassan congress must step up and overturn president trumpâ€™s discriminatory #eo banning #immigrants & #refugees #oxfam4refugees;unknown;3;0;0;en;-100.113952;76.250578;Arctic;unknown;negative'],Neutral,0.0,Neutral,0.0
"['B4racud454;opinion: note to bewildered democrats: hating president trump is not a policy (via @lizpeek);California', ' USA;9;101;0;en;-119.4179324;36.778261;United States;unknown;negative']",Neutral,0.0,Negative,-0.51
"['MegMcCloskey;literally the 1st sentence of the nyt story: ""president trump told president xi jinping of china on thursday evening ...â€¦;New York;4961;4;0;en;-74.0059413;40.7127837;United States;unknown;positive']",Neutral,0.0,Positive,0.08
"['thomrayne;the rule of law is not dead it is in a politically-induced coma. president trump', ' revive and restore the rule of law.;NC;2635;2;0;en;-79.0192997;35.7595731;United States;unknown;positive']",Neutral,0.0,Positive,0.79
"['kenc2001;breaking: federal court stands in the way of trump exec order  kenneth', '  president trump is fighting to keep the...;New York;34109;0;0;en;-74.0059413;40.7127837;United States;unknown;negative']",Neutral,0.0,Negative,-0.36
"['Batman710;pennsylvania lawmaker to president trump: ""why don\'t you come after me you fascist', ' loofa-faced s***-gibbon"";unknown;404;217;0;en;-100.113952;76.250578;Arctic;unknown;neutral']",Neutral,0.0,Negative,-0.56
"['WHIORadio;president trump calls ninth circuit decision on his immigration order ""disgraceful"";Dayton', ' Ohio;10219;1;0;en;-84.1916069;39.7589478;United States;unknown;neutral']",Neutral,0.0,Neutral,0.0
"['lisaskov;appeals court unanimously stuns so-called president trump', ' handing him an unequivocal defeat. including the chief judge appoinâ€¦;unknown;20;5352;0;en;-100.113952;76.250578;Arctic;unknown;neutral']",Neutral,0.0,Negative,-0.44
['Morpheyous;(via;Grand Island NY;759;0;0;en;-78.9657302;43.0216283;United States;unknown;positive'],Neutral,0.0,Neutral,0.0
"[""GwadMakeda;speaker of britain's house of commons says president trump should not address lawmakers during state visit in july;unknown;97;714;0;fr;-100.113952;76.250578;Arctic;unknown;positive""]",Neutral,0.0,Neutral,0.0
['fiscalconserve;is this @ap attempt to delegitimize president trump by using a pic of alec baldwin as trump? #mediabias #fakenewsâ€¦;United States;920;0;0;en;-95.712891;37.09024;United States;joy;positive'],Neutral,0.0,Neutral,0.0
['latinthompson05;do you agree with the 9th circuit courts decision against president trump and americans safety? vote and retweet!!!!!;unknown;33;737;0;en;-100.113952;76.250578;Arctic;unknown;positive'],Neutral,0.0,Positive,0.76
"['GaryRandone;@realdonaldtrump @nytimes thank you president trump for keeping the people informed of the facts;Long Island', ' NY;10;0;0;en;-73.134961;40.789142;United States;unknown;positive']",Neutral,0.0,Positive,0.36
['JoyceSHP;delta.. 25thousand jobs coming! thank you president trump! for making industry start again in the usa! promises happeningðŸ’™;United States;27;0;0;en;-95.712891;37.09024;United States;unknown;positive'],Neutral,0.0,Positive,0.72
['DaphneBinulski;in #9thcircuit #9th vengeance is coming!;Germany;757;1;0;de;10.451526;51.165691;Federal Republic of Germany;unknown;negative'],Neutral,0.0,Neutral,0.0
['Ohliad;us allies worry about joint intel operations under presidentÂ\xa0trump;unknown;114;0;0;uk;-100.113952;76.250578;Arctic;joy;negative'],Neutral,0.0,Negative,-0.44
['DonaldLBean1;breaking: ninth circuit court of appeals rules against president trump travel ban remains blocked â€“ftr #fortherecord @msnbc;0;22;90;0;;24.5022981;44.200797;Romania;unknown;positive'],Neutral,0.0,Negative,-0.69
['dRenaissanceMan;@pstni @marrybacon dawkins is simply agreeing with president trump. @richarddawkins;ãƒ‹ãƒ«ãƒ´ã‚¡ãƒ¼ãƒŠ;41;0;0;en;139.4457513;35.5455784;Japan;unknown;positive'],Neutral,0.0,Positive,0.34
"['jefferson65;@realdonaldtrump @nytimes praying for you president trump and all your family', ' and our country;Mackinac Island', ' MI;124;0;0;en;-84.6189339;45.8491796;United States;unknown;positive']",Neutral,0.0,Positive,0.36
['Avuxeni_;2. instead they have a rubber stamp for president trump;unknown;2326;87;0;en;-100.113952;76.250578;Arctic;unknown;neutral'],Neutral,0.0,Neutral,0.0
"[""RichardLomax8;@foxandfriends it is their lost not president trump's.;unknown;3;0;0;en;-100.113952;76.250578;Arctic;unknown;negative""]",Neutral,0.0,Negative,-0.32
"[""AtheistWWonka;@realdonaldtrump @nytimes trust no one. tell us about the aliens president trump. what's in area 51;New York"", ' USA;14883;0;1;en;-74.0059413;40.7127837;United States;unknown;positive']",Neutral,0.0,Positive,0.27
['judymorris3;liberal 9th circuit court rules against president trump - travel ban remains blocked #presidenttrump #9thcircuit...;Texas;3850;0;0;en;-99.9018131;31.9685988;United States;unknown;positive'],Neutral,0.0,Negative,-0.69
"['np1972jmc;hopefully', ' this ruling teaches president trump a lesson in american history and how our democracy is supposed to work hereâ€¦;Prescott', ' AZ;8;6183;0;en;-112.4685025;34.5400242;United States;unknown;positive']",Neutral,0.0,Neutral,0.0
"['MarcoGonzalez04;court ruling against president trump is a learning moment for americans & for the world about our system of checks and balanâ€¦;Brownsville', ' Texas;118;4622;0;en;-97.4974838;25.9017472;United States;unknown;positive']",Neutral,0.0,Neutral,0.0
['13rowneyes;brands all over the world are praying that president trump attacks them;unknown;181;354;0;en;-100.113952;76.250578;Arctic;unknown;positive'],Neutral,0.0,Negative,-0.1
['nanluvsmatt;breaking video : president trump responds to 9th circuit ruling;USA;2298;17;0;en;-95.712891;37.09024;United States;unknown;positive'],Neutral,0.0,Neutral,0.0
"['Rgrm002000;@shearm @realdonaldtrump president trump will not give up protecting america!!!!;Henderson', ' NV;142;0;0;en;-114.9817213;36.0395247;United States;unknown;positive']",Neutral,0.0,Neutral,0.0
"['GlobalDevInc;today', ' we stand with >175 ngo leaders asking @potus to abandon his #muslimban. our letter:;unknown;1283;2;0;en;-100.113952;76.250578;Arctic;unknown;neutral']",Neutral,0.0,Negative,-0.44
['davidkinneytu;anglers to @potus â€” veto resolution that overturns #streamprotectionrule and protect #cleanwater;unknown;35;40;0;en;-100.113952;76.250578;Arctic;joy;negative'],Neutral,0.0,Positive,0.38
"['Angelicd_Nerd;breaking: preliminary impeachment inquiry filed against president trump â†’;Oklahoma', ' USA;46;4623;0;en;-97.092877;35.0077519;United States;unknown;positive']",Neutral,0.0,Neutral,0.0
['ConceptGrp;should president trump be spending weekends at mar-a-lago?;unknown;3983;0;0;en;-100.113952;76.250578;Arctic;unknown;positive'],Neutral,0.0,Neutral,0.0
"[""acb_arizona;poll: 9th circuit court upholds suspension of president trump's immigration order  do you agree with the ruling?;NORTH EAST OF THE WALL"", ' NJ;1052;1006;0;en;-74.0679753;40.1606666;United States;unknown;positive']",Neutral,0.0,Positive,0.36
"[""ravikumar_8484;breaking: president trump says 'iran is playing with fire';Rajkot"", ' India;1047;180;0;en;70.8021599;22.3038945;Republic of India;unknown;positive']",Neutral,0.0,Positive,0.2
['brianhammar;i think president trump should go pro se before scotus.;unknown;38;1165;0;en;-100.113952;76.250578;Arctic;unknown;positive'],Neutral,0.0,Neutral,0.0
['DclareDiane;yes: trey gowdy tears apart court ruling against president trump;MN;8210;2;0;en;-94.6858998;46.729553;United States;unknown;positive'],Neutral,0.0,Negative,-0.23
"['iveyjanette_207;kellyanne conway apologized to president trump after ivanka clothing line comments;Albuquerque', ' NM;1690;1;0;en;-106.6055534;35.0853336;United States;unknown;positive']",Neutral,0.0,Positive,0.32
"['BillSchmittIII;space: under trump', ' nasa may focus on jump-starting space economy: report;unknown;53;1;0;en;-100.113952;76.250578;Arctic;unknown;positive']",Neutral,0.0,Neutral,0.0
['jamibethanne;.@sensherrodbrown congress must step up and overturn president trumpâ€™s discriminatory #eo banning #immigrants & #refugees #oxfam4refugees;unknown;3;0;0;en;-100.113952;76.250578;Arctic;unknown;negative'],Neutral,0.0,Neutral,0.0
"[""newsprnetwork;why won't democrats give president trump his cabinet?;unknown;1585;0;0;en;-100.113952;76.250578;Arctic;unknown;positive""]",Neutral,0.0,Neutral,0.0
"[""PatrickHolmes61;fareed zakaria gives his take on president trump's executive order.;Sobeys;949;16325;0;en;-75.4561104;45.4695045;Canada;unknown;positive""]",Neutral,0.0,Neutral,0.0
"['JohnnyNguyen955;president trump has agreed during a phone call with chinese president xi to honor the one china policy', ' the white house says;Chicago', ' IL;837;234;0;en;-87.6297982;41.8781136;United States;unknown;positive']",Neutral,0.0,Positive,0.65
"[""ravikumar_8484;united states: president trump says 'nothing is off the table' when asked whether military action is off the table forâ€¦;Rajkot"", ' India;1047;118;0;en;70.8021599;22.3038945;Republic of India;unknown;positive']",Neutral,0.0,Neutral,0.0
"[""Ciao42Dolce;disapproval of president trump's job performance rises;Mesa"", ' AZ;60;177;0;en;-111.8314724;33.4151843;United States;unknown;negative']",Neutral,0.0,Neutral,0.0
"['RealPadgett;@peaceandjoy101 @donaldtrump @potus look who else supports president trump!!;Augusta', ' GA;701;4;0;en;-82.0105148;33.4734978;United States;unknown;positive']",Neutral,0.0,Positive,0.47
"['greenmanRD;president trump is also probably going to lead to a load of people ating @scotusblog incorrectly.;Bryn Mawr', ' PA;274;0;0;en;-75.3151772;40.0230237;United States;unknown;neutral']",Neutral,0.0,Neutral,0.0
