Tweet,Filtered Tweet,TextBlob Polarity,TextBlob Score,Vader Polarity,Vader Score
"RT @nytimes: President Trump was slow to absorb the scale of the risk the coronavirus pandemic posed to the U.S. and to act accordingly, ou…",RT President Trump slow absorb scale risk coronavirus pandemic posed U S act accordingly ou,Negative,-0.3,negative,-0.27
"RT @OMGno2trump: It was reported that Hitler said ""Give me 10 years &amp; you won't recognize Germany.""  10 years later Germany was in ruins.…",RT It reported Hitler said Give years amp recognize Germany years later Germany ruins,Negative,-0.07,negative,-0.44
@DemocracyInn Axis of evil includes trump.,Axis evil includes trump,Negative,-1.0,negative,-0.66
RT @brett_mcgurk: I served for two years in the Trump administration. There’s never coherent planning on anything because Trump himself esc…,RT mcgurk I served two years Trump administration There never coherent planning anything Trump esc,Negative,-0.25,neutral,0.0
AWFUL! Disgusting Dr. Fauci UNLOADS on Trump on EASTER SUNDAY — “Lives Could Have Been Saved!” (Video) https://t.co/AeoGxLe17Z,AWFUL Disgusting Dr Fauci UNLOADS Trump EASTER SUNDAY Lives Could Have Been Saved Video https co AeoGxLeZ,Negative,-1.0,negative,-0.65
"@ChrisCuomo My IQ score drops every time I listen to Trump! Let the Doctors talk more and you less!,",My IQ score drops every time I listen Trump Let Doctors talk less,Negative,-0.17,neutral,0.0
Why do has beens like @MichaelRapaport  keep trying to become significant by saying disgusting things about #Trump… https://t.co/uk9g9BVeUR,Why beens like keep trying become significant saying disgusting things Trump https co ukgBVeUR,Negative,-0.31,neutral,-0.03
"RT @waltshaub: But the Trump era is a bad time for safeguards. Trump's eye has turned to the IGs, and Republican Senators have forsaken the…",RT But Trump era bad time safeguards Trump eye turned IGs Republican Senators forsaken,Negative,-0.7,negative,-0.39
"RT @ChidiNwatu: @realDonaldTrump People Trump has blamed for his deadly incompetence..

- WHO.
- China.
- Media.
- Canada.
- Governors.
- D…",RT People Trump blamed deadly incompetence WHO China Media Canada Governors D,Negative,-0.2,negative,-0.75
RT @realKathyB: @my2meows @parkercaswell @popsknox I read it. I see the risk of fascism ahead of us but that’s why I’m so confused that Ber…,RT I read I see risk fascism ahead us I confused Ber,Negative,-0.4,negative,-0.53
ER doctor pounds ‘criminal’ Trump and GOP leaders for inciting fans to plan mass march against the COVID-19 quarant… https://t.co/k45ZVL9Qm9,ER doctor pounds criminal Trump GOP leaders inciting fans plan mass march COVID quarant https co kZVLQm,Negative,-0.4,negative,-0.53
"RT @tammybluewolf: Behind closed doors, Trump's coronavirus task force boosts industry and sows confusion https://t.co/xVSCMjrJHv",RT Behind closed doors Trump coronavirus task force boosts industry sows confusion https co xVSCMjrJHv,Negative,-0.25,neutral,0.03
"So you're picking Trump to help?
HOW. STUPID. ARE. YOU? https://t.co/QRJf0ufIy1",So picking Trump help HOW STUPID ARE YOU https co QRJfufIy,Negative,-0.8,negative,-0.29
"RT @HKrassenstein: FACT: Trump wants to let the #USPostalService fail.

The Constitution says he can’t!

Article 1, Section 8: [The Congres…",RT FACT Trump wants let USPostalService fail The Constitution says Article Section The Congres,Negative,-0.15,negative,-0.54
"RT @UNeedlework: 🗣EVERYONE

My 16yo niece is bored in captivity and to mess with her trump supporter father she has invented a new game. Sh…",RT EVERYONE My yo niece bored captivity mess trump supporter father invented new game Sh,Negative,-0.23,negative,-0.36
['Flwrgirl66x;congress must not allow president trump to unleash a dangerous and costly nuclear arms race.; ;245;5672;0;en;-100.113952;76.250578;Arctic; ; '],Flwrgirlx congress must allow president trump unleash dangerous costly nuclear arms race en Arctic,Negative,-0.6,negative,-0.38
"['sunezzell;anne frank center calls out trump and house republicans for ""anti-semitismâ€\x9d over holocaust statement;California;377;127;0;en;-119.4179324;36.778261;United States; ; ']",sunezzell anne frank center calls trump house republicans anti semitism xd holocaust statement California en United States,Negative,-0.1,positive,0.65
"[""COMRADEBLOOM;president trump: don't legalize hateful discrimination; ;299;0;0;en;-100.113952;76.250578;Arctic;anger; ""]",COMRADEBLOOM president trump legalize hateful discrimination en Arctic anger,Negative,-0.7,negative,-0.78
['gcc954;president trump is sticking to his game plan despite the dems trying to block everything he is making progress and americans stand with him;Northeast  U.S.;207;0;0;en;-99.9018131;41.4925374;United States;anger; '],gcc president trump sticking game plan despite dems trying block everything making progress americans stand Northeast U S en United States anger,Negative,-0.55,positive,0.51
"['Ileanarig;vulnerable senate democrats: democratic senators who are up for re-election in 2018 from states where president trump woâ€¦;Weston', ' FL;53;165;0;en;-80.3997748;26.1003654;United States; ; ']",Ileanarig vulnerable senate democrats democratic senators election states president trump wo Weston FL en United States,Negative,-0.5,positive,0.23
['LochTheScot;reporting from my basket:  we the american people who voted 4 president trump had enough of the liberal shit...it shouâ€¦;Western PA;2437;50;0;en;-80.0198957;40.4510694;United States; ; '],LochTheScot reporting basket american people voted president trump enough liberal shit shou Western PA en United States,Negative,-0.05,negative,-0.2
"['jameskfan;@realdonaldtrump @nytimes i hate the lying media president trump.;High Ridge', ' MO;174;0;0;en;-90.5365126;38.4589432;United States;anger; ']",jameskfan hate lying media president trump High Ridge MO en United States anger,Negative,-0.45,negative,-0.84
"['DonaldLBean1;@greta @msnbc president trump has the authority! time to go to the supreme court! sick of these liberal', ' activists judâ€¦; ;22;2;0;en;-100.113952;76.250578;Arctic;disgust; ']",DonaldLBean president trump authority time go supreme court sick liberal activists jud en Arctic disgust,Negative,-0.71,negative,-0.51
['nickie_greer;@brianstelter @realdonaldtrump @ethanklapper is it your fear president trump will make a decision based off of a networks fake news/cnn?;In your face. ;8509;0;0;en;-96.8110457;33.0987479;United States;fear; '],nickie greer fear president trump make decision based networks fake news cnn In face en United States fear,Negative,-0.5,negative,-0.77
"['the626killa;president trump slams mccain on his criticism of military raid on yemenðŸ‡¾ðŸ‡ª  hear his tweet #mccain #trumppresident httpâ€¦;Worcester', ' MA;3818;349;0;en;-71.8022934;42.2625932;United States; ; ']",thekilla president trump slams mccain criticism military raid yemen hear tweet mccain trumppresident http Worcester MA en United States,Negative,-0.1,neutral,-0.03
['Trinity_1;@realdonaldtrump @nytimes thank you president trump for standing up against the fake news of trashy nyt!!! â\x9d¤;Mid-West;950;0;0;en;-106.2800242;43.4113604;United States; ; '],Trinity thank president trump standing fake news trashy nyt xd Mid West en United States,Negative,-0.25,positive,0.72
"['BruceMHicks;americans trust trump administration more than news media', ' or do they', "" this could be fake news couldn't it?;Montreal;827;0;0;en;-73.567256;45.5016889;Canada; ; ""]",BruceMHicks americans trust trump administration news media could fake news Montreal en Canada,Negative,-0.5,positive,0.05
"['asnakeofjuly;despite earlier remarks', ' president trump promised china\'s president u.s. will stick to the ""one-china"" doctrine;Chicago', ' IL;15;27;0;en;-87.6297982;41.8781136;United States;anger; ']",asnakeofjuly despite earlier remarks president trump promised china president u stick one china doctrine Chicago IL en United States anger,Negative,-0.35,positive,0.15
['bellsan15;president trump backed away from what could have been a serious fight with china over its one-china policy:;Massachusetts;117;5;0;en;-71.3824374;42.4072107;United States; ; '],bellsan president trump backed away could serious fight china one china policy Massachusetts en United States,Negative,-0.33,neutral,0.0
['Casperventer;#manypeoplearesaying there is something psychologically wrong with the president.;Canada;1137;143;0;en;-106.346771;56.130366;Canada; ; '],Casperventer manypeoplearesaying something psychologically wrong president Canada en Canada,Negative,-0.5,negative,-0.48
"['MNBonnie;chaffetz: ""so president trump..."" drowned out by boos. #chaffetztownhall; ;462;234;0;en;-100.113952;76.250578;Arctic; ; ']",MNBonnie chaffetz president trump drowned boos chaffetztownhall en Arctic,Negative,-0.1,negative,-0.6
"['jpiresf;""thank you for calling the white house comment line. the comment line is currently closedâ€¦â€\x9d; ;1288;0;0;pt;-100.113952;76.250578;Arctic; ; ']",jpiresf thank calling white house comment line comment line currently closed xd pt Arctic,Negative,-0.05,positive,0.74
"['CfrWayne;president trump slams mccain\'s raid failure comments: ""look at the mess our country is in"";Washington', ' DC;1251;10;0;en;-77.0368707;38.9071923;United States; ; ']",CfrWayne president trump slams mccain raid failure comments look mess country Washington DC en United States,Negative,-0.25,negative,-0.46
"['thomrayne;the rule of law is not dead it is in a politically-induced coma. president trump', ' revive and restore the rule of law.;NC;2635;2;0;en;-79.0192997;35.7595731;United States; ; ']",thomrayne rule law dead politically induced coma president trump revive restore rule law NC en United States,Negative,-0.1,positive,0.27
"['H_Hawkes16;soros: â€˜i will take down president trumpâ€™. analyst - ""soros a wounded beast', ' bent on revenge"".;Texas', ' USA;3951;88;0;en;-99.9018131;31.9685988;United States;anger; ']",H Hawkes soros take president trump analyst soros wounded beast bent revenge Texas USA en United States anger,Negative,-0.7,negative,-0.65
"['GaryRandone;@realdonaldtrump @nytimes thank you president trump for keeping the people informed of the facts;Long Island', ' NY;10;0;0;en;-73.134961;40.789142;United States; ; ']",GaryRandone thank president trump keeping people informed facts Long Island NY en United States,Negative,-0.05,positive,0.65
"[""JpadiJj;@realdonaldtrump @nytimes thank you sir. expose all these fake media's. we support president trump.; ;7;0;0;en;-100.113952;76.250578;Arctic; ; ""]",JpadiJj thank sir expose fake media support president trump en Arctic,Negative,-0.5,positive,0.13
"Also, do you want Trump's cabinet clowns to continue for another 4 years? https://t.co/juLfBMSyy8",Also want Trump cabinet clowns continue another years https co juLfBMSyy,Neutral,0.0,positive,0.08
RT @GodFamilyJesus: Donald Trump said Congress was too distracted by the Impeachment when they should have been investigating the CoronaVir…,RT Donald Trump said Congress distracted Impeachment investigating CoronaVir,Neutral,0.0,negative,-0.34
@munyelele @glennkirschner2 @washingtonpost Different language than “ride it out like a cowboy” same meaning: let t… https://t.co/7bkeiuprhJ,Different language ride like cowboy meaning let https co bkeiuprhJ,Neutral,0.0,positive,0.36
"RT @diaz_manuel: ¿Alguien me puede recomendar alguna columna que hable positivamente de la 4T en relación a la OPEP y Trump? 

Nada más no…",RT manuel Alguien puede recomendar alguna columna que hable positivamente de la T en relaci n la OPEP Trump Nada,Neutral,0.0,neutral,0.0
RT @nowthisnews: Watch Cardi B blast Trump's lack of leadership skills during the coronavirus pandemic https://t.co/vOoca0atJR,RT Watch Cardi B blast Trump lack leadership skills coronavirus pandemic https co vOocaatJR,Neutral,0.0,negative,-0.32
"RT @globalistIT: Fauci critica Trump: ""Misure adottate in tempo avrebbero salvato più vite""
#COVID2019 
https://t.co/BtD16CGwtN",RT Fauci critica Trump Misure adottate tempo avrebbero salvato pi vite COVID https co BtDCGwtN,Neutral,0.0,neutral,0.0
RT @Weinsteinlaw: Are we going to talk about Trump trying to bankrupt the postal service so people can’t vote by mail or nah.,RT Are going talk Trump trying bankrupt postal service people vote mail nah,Neutral,0.0,negative,-0.61
"RT @VoteBlueIn2020: Bill Gates' dire warning: U.S. could lose its global leadership role under Trump
https://t.co/lGAdY8yT1C",RT Bill Gates dire warning U S could lose global leadership role Trump https co lGAdYyTC,Neutral,0.0,negative,-0.8
RT @nycsouthpaw: It’s not a “bailout” to for the government to fund critical infrastructure owned by the government. Stop calling it that.…,RT It bailout government fund critical infrastructure owned government Stop calling,Neutral,0.0,negative,-0.6
RT @PartymanRandy: The media is telling us Trump should have suspended the constitution and shut down the country back when they were writi…,RT The media telling us Trump suspended constitution shut country back writi,Neutral,0.0,negative,-0.48
"RT @votevets: Infuriating. According to USPS' last count, nearly 100,000 veterans have jobs with the postal service. And many more have job…",RT Infuriating According USPS last count nearly veterans jobs postal service And many job,Neutral,0.0,negative,-0.53
@ThePubliusUSA Specifically Sochi.  Anyone ever hear of a Trump tower going up here?,Specifically Sochi Anyone ever hear Trump tower going,Neutral,0.0,neutral,0.0
@w_airbag15 @Goss30Goss @DemSocialists @JoeBiden I suppose you take immense pride in enabling a second trump term then?,airbag I suppose take immense pride enabling second trump term,Neutral,0.0,positive,0.34
RT @Strandjunker: Raise your hand if you agree that Trump must immediately be stopped from intentionally killing the #USPostalService (USPS…,RT Raise hand agree Trump must immediately stopped intentionally killing USPostalService USPS,Neutral,0.0,negative,-0.15
SNL’s Trump returns during lockdown to boast abut his ratings and being ‘number one’ in coronavirus victims - https://t.co/TH90Jt2z4W,SNL Trump returns lockdown boast abut ratings number one coronavirus victims https co THJtzW,Neutral,0.0,negative,-0.25
"RT @BarbraStreisand: I wrote a song called ”Don’t Lie to Me” after Trump was elected, because he was a serial liar. Now, with more than 20,…",RT I wrote song called Don Lie Me Trump elected serial liar Now,Neutral,0.0,negative,-0.51
"RT @thanos_zer: This was what El Rufai's son sent before blocking me.
I'm not even Igbo and none of what he said got to me. He can't call B…",RT zer This El Rufai son sent blocking I even Igbo none said got He call B,Neutral,0.0,negative,-0.38
"@JoeBiden You would have kept open the flights to China, your own words not mine. You called President Trump a xeno… https://t.co/rsI3S4pjH5",You would kept open flights China words mine You called President Trump xeno https co rsISpjH,Neutral,0.0,neutral,0.0
"RT @SethAbramson: PS3/ Crimson Contagion, the NCMI Report, Navarro's Memo, briefings by Azar, the Coronavirus Task Force, his PDBs, the NSC…",RT PS Crimson Contagion NCMI Report Navarro Memo briefings Azar Coronavirus Task Force PDBs NSC,Neutral,0.0,negative,-0.46
Trump’s biggest accomplishment- exploiting the paper we use to wipe our asses for massive profit. Speculators are c… https://t.co/8t6bhz0Ile,Trump biggest accomplishment exploiting paper use wipe asses massive profit Speculators c https co tbhzIle,Neutral,0.0,neutral,0.0
"RT @francis1928: Dear #MAGA and #Evangelicals here's some more shyt about your boi.

Trump knew of Navarro memo warning 500,000 'American s…",RT Dear MAGA Evangelicals shyt boi Trump knew Navarro memo warning American,Neutral,0.0,positive,0.05
"RT @kayakbassmafia: Nancy Pelosi Says Congress Will NOT Reopen In April, Warns Trump Not To Restart Economy | The Daily Wire #DemocratsHate…",RT Nancy Pelosi Says Congress Will NOT Reopen In April Warns Trump Not To Restart Economy The Daily Wire DemocratsHate,Neutral,0.0,negative,-0.1
@Roloic A priori accord sur 10 via le Koweït. Le minimum du minimum pour Trump. Mais pas sûr que les marchés appréc… https://t.co/Tqrd9oD1g8,A priori accord sur via le Kowe Le minimum du minimum pour Trump Mais pas r que les march appr c https co TqrdoDg,Neutral,0.0,neutral,0.0
"RT @IrvingGatell: Todo parece indicar que se aplica el plan: EUA sale al quite por México, y nos endeudamos con Trump del modo más estúpido…",RT Todo parece indicar que se aplica el plan EUA sale al quite por M xico nos endeudamos con Trump del modo est pido,Neutral,0.0,neutral,0.0
RT @Kimgtrue2me: @forwardarc @USATODAY The 15% of Bernie supporters who would vote for Trump are the crash and burn people who would rather…,RT The Bernie supporters would vote Trump crash burn people would rather,Neutral,0.0,positive,0.05
"@JonLemire Trump pays a whore $130,000. McConnell has Kentucky citizens pay $29 Million to Russian company for noth… https://t.co/BttY6LixLP",Trump pays whore McConnell Kentucky citizens pay Million Russian company noth https co BttYLixLP,Neutral,0.0,negative,-0.69
"RT @ladyoldandgray: Every American must acknowledge that psychopath Trump’s malice is made possible by the complicity of the #GOPutin. 

Do…",RT Every American must acknowledge psychopath Trump malice made possible complicity GOPutin Do,Neutral,0.0,neutral,0.0
"RT @catturd2: I see Dr. Fauci was on CNN, today, turning on President Trump.

Knew that was coming. 

He's going to try to shift blame for…",RT I see Dr Fauci CNN today turning President Trump Knew coming He going try shift blame,Neutral,0.0,negative,-0.34
RT @thehill: Trump sparks debate over merits of voting by mail https://t.co/6pF2i966Hy https://t.co/EdDdGe9mrw,RT Trump sparks debate merits voting mail https co EdDdGemrw,Neutral,0.0,positive,0.4
RT @fras99: Trump was supposed to kill one guy in the middle of 5th Avenue not 20 thousand across America.,RT Trump supposed kill one guy middle th Avenue thousand across America,Neutral,0.0,negative,-0.69
"With Gloucester and Atlantic County, I may be too bullish on Trump chances, esp on Atlantic County.",With Gloucester Atlantic County I may bullish Trump chances esp Atlantic County,Neutral,0.0,positive,0.2
"RT @_SemaHernandez_: Privatization of the United States Postal Service will happen if Congress doesn’t act to stop it immediately.

Where i…",RT SemaHernandez Privatization United States Postal Service happen Congress act stop immediately Where,Neutral,0.0,positive,0.15
RT @Hispantv: Mientras #DonaldTrump sigue siendo criticado por la gestión de la #COVID__19 surge una revelación sobre su negligencia ante l…,RT Mientras DonaldTrump sigue siendo criticado por la gesti n de la COVID surge una revelaci n sobre su negligencia ante l,Neutral,0.0,positive,0.46
"RT @WalshFreedom: Hey @MMFlint, if a conservative like me can agree to work his ass off for @JoeBiden, can’t a progressive like you?

The o…",RT Hey conservative like agree work ass progressive like The,Neutral,0.0,positive,0.46
RT @guardianscience: US's global reputation hits rock-bottom over Trump's coronavirus response https://t.co/rScy7l3oLd,RT US global reputation hits rock bottom Trump coronavirus response https co rScyloLd,Neutral,0.0,neutral,0.0
RT @xaipe3: He’s the British version of Trump.,RT He British version Trump,Neutral,0.0,neutral,0.0
RT @kylegriffin1: Trump's Virginia vineyard could be eligible for a federal bailout under the $2.2 trillion coronavirus stimulus he signed…,RT Trump Virginia vineyard could eligible federal bailout trillion coronavirus stimulus signed,Neutral,0.0,negative,-0.1
RT @tribelaw: If Fauci keeps telling the truth &amp; people figure out that he’s admitting Trump has the blood of thousands of Americans on his…,RT If Fauci keeps telling truth amp people figure admitting Trump blood thousands Americans,Neutral,0.0,positive,0.32
"@maggieNYT Trump, Hannity and their ilk are running scared. Biden is not who they wanted to face plus the Obamas are about to be unleashed.",Trump Hannity ilk running scared Biden wanted face plus Obamas unleashed,Neutral,0.0,negative,-0.44
"RT @BaisleyDB: @gatewaypundit Let's see Dr. Fauci, Bill Gate's friend and business cohort who claimed that the virus could only be transmit…",RT Let see Dr Fauci Bill Gate friend business cohort claimed virus could transmit,Neutral,0.0,positive,0.49
"RT @NBCNews: ""I want (people) to think of what it means that prospective medical service corps officers have been turned away and are being…",RT I want people think means prospective medical service corps officers turned away,Neutral,0.0,positive,0.08
['Nexus7900;liberal alert!  21 days ... and guess what!  president trump is still your president. ðŸ‘\x8dðŸ\x8f»ðŸ‘\x8fðŸ\x8f»ðŸ‘ŠðŸ\x8f»ðŸ‡ºðŸ‡¸; ;9781;4;0;en;-100.113952;76.250578;Arctic;fear; '],Nexus liberal alert days guess president trump still president xd xf xf xf xf en Arctic fear,Neutral,0.0,positive,0.42
['jamibethanne;.@repbilljohnson congress must step up and overturn president trumpâ€™s discriminatory #eo banning #immigrants & #refugees #oxfam4refugees; ;3;0;0;en;-100.113952;76.250578;Arctic; ; '],jamibethanne congress must step overturn president trump discriminatory eo banning immigrants refugees oxfamrefugees en Arctic,Neutral,0.0,neutral,0.0
"['A_Broham;""president trump agreed', ' at the request of president xi', ' to honor our \'one china\' policy.""  ordered around by the president ofâ€¦; ;217;290;0;en;-100.113952;76.250578;Arctic; ; ']",A Broham president trump agreed request president xi honor one china policy ordered around president en Arctic,Neutral,0.0,positive,0.65
"['SeeThroughWeb;get others to tell your story', ' and more personal branding lessons from president trump;Toronto', ' Canada;43;0;0;en;-79.3831843;43.653226;Canada;sadness; ']",SeeThroughWeb get others tell story personal branding lessons president trump Toronto Canada en Canada sadness,Neutral,0.0,negative,-0.44
['Lempp7;@asmith83 @rwpusa do you consider this intimidation or an act of exposing the left who is doing everything to boycott president trump? think; ;21;0;0;en;-100.113952;76.250578;Arctic;fear; '],Lempp consider intimidation act exposing left everything boycott president trump think en Arctic fear,Neutral,0.0,negative,-0.86
"['1flwpbmll;president trump tweets: ""see you in court""  wa state ag responds: ""we\'ve seen him in court twice', ' and we\'re 2 for 2"";The Palm Beaches;246;679;0;en;-80.0796397;26.7256817;United States; ; ']",flwpbmll president trump tweets see court wa state ag responds seen court twice The Palm Beaches en United States,Neutral,0.0,positive,0.42
"['PMarnash;president trump', ' after losing in court', ' says he will see the court. in court.;Chicago', ' IL;88;5219;0;en;-87.6297982;41.8781136;United States; ; ']",PMarnash president trump losing court says see court court Chicago IL en United States,Neutral,0.0,positive,0.05
['KevinJacksonTBS;so #republicans about to blow up #9th #9thcir; ;49687;2;3;en;-100.113952;76.250578;Arctic; ; '],KevinJacksonTBS republicans blow th thcir en Arctic,Neutral,0.0,neutral,0.0
['Leann_Bach;an open letter to the people of #iran president #trump & world leaders;UK (Just outside the EU);218;3;0;en;-100.113952;76.250578;Arctic; ; '],Leann Bach open letter people iran president trump world leaders UK Just outside EU en Arctic,Neutral,0.0,neutral,0.0
['adamssakick;soros: â€˜i will take down president trumpâ€™; ;319;0;0;en;-100.113952;76.250578;Arctic; ; '],adamssakick soros take president trump en Arctic,Neutral,0.0,neutral,0.0
['Security1994;@hillaryclinton just kills you that president trump won! ðŸ¤£this will be overturned. you should go back in the woods and stay there!;United States;437;0;0;en;-95.712891;37.09024;United States; ; '],Security kills president trump overturned go back woods stay United States en United States,Neutral,0.0,positive,0.54
"[""jagbabyklh;kellyanne conway apologized to president trump after her comments about ivanka trump's clothing line; ;23;110;0;en;-100.113952;76.250578;Arctic; ; ""]",jagbabyklh kellyanne conway apologized president trump comments ivanka trump clothing line en Arctic,Neutral,0.0,positive,0.32
"[""georgestategov;today's chdt episode is here! should president trump be spending weekends at mar-a-lago?;Leipzig"", ' Germany;410;2;0;en;12.3730747;51.3396955;Federal Republic of Germany; ; ']",georgestategov today chdt episode president trump spending weekends mar lago Leipzig Germany en Federal Republic Germany,Neutral,0.0,neutral,0.0
"['rabbitaway;i would not wish to issue an invitation for president trump to appear on this programme', ' says @afneil; ;2383;368;0;en;-100.113952;76.250578;Arctic; ; ']",rabbitaway would wish issue invitation president trump appear programme says en Arctic,Neutral,0.0,positive,0.4
['LegInsurrection;president trump must not back down on immigration executive order; ;23320;0;0;en;-100.113952;76.250578;Arctic; ; '],LegInsurrection president trump must back immigration executive order en Arctic,Neutral,0.0,neutral,0.0
['Timberati;president trump supports civil asset forfeiture which lets cops steal stuff;Northern California;1254;10;0;en;-120.8958242;38.8375215;United States; ; '],Timberati president trump supports civil asset forfeiture lets cops steal stuff Northern California en United States,Neutral,0.0,positive,0.56
"['daaham12;president trumpâ€™s travel ban will remain blocked', ' a federal appeals court ruled.; ;8;0;0;en;-100.113952;76.250578;Arctic; ; ']",daaham president trump travel ban remain blocked federal appeals court ruled en Arctic,Neutral,0.0,negative,-0.69
"[""organicvittles;9th circuit court rules to uphold suspension of president trump's travel ban. what's next?;United States;1275;55;0;en;-95.712891;37.09024;United States; ; ""]",organicvittles th circuit court rules uphold suspension president trump travel ban next United States en United States,Neutral,0.0,positive,0.25
"['SadiaMa19800;big: in phone call', ' wh says president trump agreed ""at the request of president xi"" to honor the ""one china"" policy; ;287;193;0;en;-100.113952;76.250578;Arctic; ; ']",SadiaMa big phone call wh says president trump agreed request president xi honor one china policy en Arctic,Neutral,0.0,positive,0.65
"['TheJokernaut;breaking news: president trumpâ€™s travel ban remains blocked: an appeals court rejected a bid to reinstate it.;Chicago', ' Illinois', ' USA;129;4986;0;en;-87.6297982;41.8781136;United States; ; ']",TheJokernaut breaking news president trump travel ban remains blocked appeals court rejected bid reinstate Chicago Illinois USA en United States,Neutral,0.0,negative,-0.74
"['ravikumar_8484;breaking: president trump to sign several executive orders at the white house tomorrow at midday;Rajkot', ' India;1047;203;0;en;70.8021599;22.3038945;Republic of India; ; ']",ravikumar breaking president trump sign several executive orders white house tomorrow midday Rajkot India en Republic India,Neutral,0.0,neutral,0.0
"['keepcalmbutPATD;denying the holocaust targeted jews is antisemitism. u.s. house republicans', ' siding with president trump', ' have... httâ€¦;HE/THEY;1786;943;0;en;-100.113952;76.250578;Arctic; ; ']",keepcalmbutPATD denying holocaust targeted jews antisemitism u house republicans siding president trump htt HE THEY en Arctic,Neutral,0.0,negative,-0.34
"[""DaherLou;@foxandfriends @jessebwatters president trump needs to invite some of these kids to white house. it's time to educate tâ€¦; ;416;1;0;en;-100.113952;76.250578;Arctic; ; ""]",DaherLou president trump needs invite kids white house time educate en Arctic,Neutral,0.0,positive,0.15
"['jonathanchait;literally the 1st sentence of the nyt story: ""president trump told president xi jinping of china on thursday eveninâ€¦;Washington', ' D.C.;114907;2;3;en;-77.0368707;38.9071923;United States; ; ']",jonathanchait literally st sentence nyt story president trump told president xi jinping china thursday evenin Washington D C en United States,Neutral,0.0,positive,0.48
"['Prescott_Jr;""is president trump using fear to sell his ideas?""; ;73;30;0;en;-100.113952;76.250578;Arctic;fear; ']",Prescott Jr president trump using fear sell ideas en Arctic fear,Neutral,0.0,negative,-0.75
"['ThohaAli;us court refuses to reinstate trump\'s #muslimban  president trump tweets: ""see you in court""; ;121;121;0;en;-100.113952;76.250578;Arctic; ; ']",ThohaAli us court refuses reinstate trump muslimban president trump tweets see court en Arctic,Neutral,0.0,neutral,0.0
['NoNoNotNormal;a sr. admin official says kellyanne conway apologized to president trump yesterday for pitching ivanka products in a natâ€¦;Delaware;364;66;0;en;-75.5276699;38.9108325;United States; ; '],NoNoNotNormal sr admin official says kellyanne conway apologized president trump yesterday pitching ivanka products nat Delaware en United States,Neutral,0.0,positive,0.62
"['seriousabtplay;.@gershkuntzman: upset at president trumpâ€™s cabinet of billionaires? boycott ""the lego batman movie"" this weekend;Fort Collins', ' CO;353;6;0;en;-105.084423;40.5852602;United States; ; ']",seriousabtplay upset president trump cabinet billionaires boycott lego batman movie weekend Fort Collins CO en United States,Neutral,0.0,negative,-0.27
['LLGirl50;ask president trump to support religious freedom! sign the petition:;Mid-Atlantic;57;6;0;en;-95.3920716;29.9419365;United States; ; '],LLGirl ask president trump support religious freedom sign petition Mid Atlantic en United States,Neutral,0.0,positive,0.87
"[""all_hrs;the ninth circuit court of appeals is saying president trump doesn't have the same constitutional authority all presidents beâ€¦; ;5916;741;0;en;-100.113952;76.250578;Arctic; ; ""]",hrs ninth circuit court appeals saying president trump constitutional authority presidents en Arctic,Neutral,0.0,positive,0.08
['nance_benjamin;.@repsheaporter congress must step up and overturn president trumpâ€™s discriminatory #eo banning #immigrants & #refugees #oxfam4refugees; ;3;0;0;en;-100.113952;76.250578;Arctic; ; '],nance benjamin congress must step overturn president trump discriminatory eo banning immigrants refugees oxfamrefugees en Arctic,Neutral,0.0,neutral,0.0
"['K3lime;7 reasons #trump shouldnâ€™t trust turkeyâ€™s autocratic leader #erdogan;Honuta', ' Ghana;1773;25;0;de;0.511016;6.8690071;Republic of Ghana; ; ']",Klime reasons trump trust turkey autocratic leader erdogan Honuta Ghana de Republic Ghana,Neutral,0.0,positive,0.51
"[""Newton3Ann;every newsroom in america after president trump's 1st morning tweet ðŸ˜‚:;Franklin"", ' TN;62;2336;0;en;-86.8688899;35.9250637;United States; ; ']",NewtonAnn every newsroom america president trump st morning tweet Franklin TN en United States,Neutral,0.0,positive,0.42
"[""_teen_problem;nordstrom stock rises after donald trump's tweet on wednesday morning"", ' president trump fired off a disparaging tweet about nordstrom', ' but tâ€¦; ;1255;0;0;en;-100.113952;76.250578;Arctic; ; ']",teen problem nordstrom stock rises donald trump tweet wednesday morning president trump fired disparaging tweet nordstrom en Arctic,Neutral,0.0,negative,-0.86
['jamibethanne;.@senrobportman congress must step up and overturn president trumpâ€™s discriminatory #eo banning #immigrants & #refugees #oxfam4refugees; ;3;0;0;en;-100.113952;76.250578;Arctic; ; '],jamibethanne congress must step overturn president trump discriminatory eo banning immigrants refugees oxfamrefugees en Arctic,Neutral,0.0,neutral,0.0
"['BuyerBewareBaby;breaking : president trump vows ""big league"" tax cut;USA;1228;0;0;en;-95.712891;37.09024;United States; ; ']",BuyerBewareBaby breaking president trump vows big league tax cut USA en United States,Neutral,0.0,positive,0.18
['nance_benjamin;.@senatorshaheen congress must step up and overturn president trumpâ€™s discriminatory #eo banning #immigrants & #refugees #oxfam4refugees; ;3;0;0;en;-100.113952;76.250578;Arctic; ; '],nance benjamin congress must step overturn president trump discriminatory eo banning immigrants refugees oxfamrefugees en Arctic,Neutral,0.0,neutral,0.0
